type,sample,value,offset,duration,timestamp,orig
break cnt,1,epoch,,209062,,
90  ,966,,,1,,
20  ,56790,,,1,,
30  ,66790,,,1,,
20  ,86785,,,1,,
30  ,96785,,,1,,
20  ,116786,,,1,,
30  ,126786,,,1,,
20  ,146787,,,1,,
30  ,156787,,,1,,
20  ,176788,,,1,,
30  ,186789,,,1,,
20  ,206789,,,1,,
break cnt,209063,epoch,,145866,,
