[iView]
Converted from: NA
Date: NA
Version:	IDF Event Detector 3.0.20
Sample Rate:	30
Subject: NA
Description:	description info                                                                                                                                                                                                                                                

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

Table Header for Trigger Line Events:
Event Type	Trial	Number	Start	Duration	Port Status

Fixation L	1	199	1291577243	1291743885	166642	647.96	378.97	11	27	-1	10.81	10.81
Saccade L	1	184	1291743885	1291777218	33333	651.58	388.47	657.45	396.35	0.09	5.46	1.00	2.82	35.14	-24.46	26.51
Fixation L	1	200	1291777218	1292510475	733257	660.05	405.82	13	28	-1	11.59	11.59
Saccade L	1	185	1292510475	1292543798	33323	652.86	390.82	649.89	382.65	0.09	4.84	1.00	2.58	31.19	-53.19	31.83
Fixation L	1	201	1292543798	1292677112	133314	648.26	382.17	2	3	-1	12.60	12.60
Saccade L	1	186	1292677112	1292710451	33339	646.89	382.32	602.12	380.49	0.29	24.94	1.00	8.74	358.95	-303.37	251.82
Fixation L	1	202	1292710451	1292943754	233303	585.67	378.49	27	7	-1	12.45	12.45
Blink L	1	27	1292977092	1293143724	166632
Saccade L	1	187	1293143724	1293177064	33340	733.91	264.20	744.14	277.91	3.88	431.78	0.00	116.38	142.80	-6113.06	2101.99
Fixation L	1	203	1293177064	1293310381	133317	747.54	294.61	4	43	-1	12.37	12.37
Fixation R	1	1	1057569949	1058136532	566583	1094.41	682.74	8	16	-1	18.15	18.15
Saccade R	1	1	1058136532	1058236510	99978	1096.93	687.27	889.19	370.00	3.61	100.63	0.67	36.14	1488.52	-1473.01	1097.85
Fixation R	1	2	1058236510	1058369831	133321	885.55	371.72	6	6	-1	16.79	16.79
Saccade R	1	2	1058369831	1058469831	100000	885.20	373.99	577.67	188.43	3.46	106.52	0.67	34.61	1591.27	-1592.94	977.12
Fixation R	1	3	1058469831	1058636465	166634	581.83	183.18	11	10	-1	16.62	16.62
Saccade R	1	3	1058636465	1058669807	33342	588.67	177.99	675.80	218.30	0.64	53.42	1.00	19.17	714.18	-702.10	547.69
Fixation R	1	4	1058669807	1058769786	99979	699.68	221.50	33	11	-1	16.35	16.35
Saccade R	1	4	1058769786	1058803125	33339	708.76	224.29	800.29	331.42	0.83	78.40	1.00	24.91	1076.71	-1163.59	803.25
Fixation R	1	5	1058803125	1058936444	133319	787.04	345.42	28	19	-1	16.12	16.12
Saccade R	1	5	1058936444	1058969769	33325	787.39	347.52	787.08	354.05	0.20	8.86	1.00	6.03	-21.27	-81.20	60.25
Fixation R	1	6	1058969769	1059669695	699926	804.17	364.31	28	14	-1	15.86	15.86
Saccade R	1	6	1059669695	1059769673	99978	804.30	367.46	749.87	811.11	4.43	121.09	0.33	44.26	1812.39	-1274.51	1232.92
Fixation R	1	7	1059769673	1060002994	233321	742.39	823.37	20	16	-1	16.28	16.28
Saccade R	1	7	1060002994	1060036310	33316	734.81	823.01	737.51	777.22	0.32	25.52	1.00	9.67	333.44	-272.29	242.86
Fixation R	1	8	1060036310	1060469609	433299	750.86	760.76	22	27	-1	15.90	15.90
Saccade R	1	8	1060469609	1060502957	33348	758.46	753.34	758.24	748.27	0.06	2.82	1.00	1.80	27.43	-0.64	15.76
Fixation R	1	9	1060502957	1060569582	66625	759.33	747.96	4	1	-1	15.60	15.60
Blink R	1	1	1060602920	1062769339	2166419
Saccade R	1	9	1062769339	1062836003	66664	693.95	506.43	636.32	313.37	5.81	171.93	1.00	87.19	-772.24	-1615.00	1146.72
Fixation R	1	10	1062836003	1063035979	199976	636.74	300.90	6	18	-1	16.69	16.69
Saccade R	1	10	1063035979	1063069314	33335	636.89	295.04	703.71	293.87	0.36	37.19	1.00	10.68	522.49	-477.15	334.98
Fixation R	1	11	1063069314	1063335949	266635	722.68	288.49	33	8	-1	15.08	15.08
Saccade R	1	11	1063335949	1063402608	66659	737.05	285.70	810.31	300.87	0.72	24.30	0.50	10.73	321.51	-251.10	266.26
Fixation R	1	12	1063402608	1063569251	166643	819.14	313.87	13	24	-1	14.70	14.70
Saccade R	1	12	1063569251	1063602623	33372	821.27	325.41	784.78	416.24	0.59	54.46	1.00	17.55	752.11	-707.84	503.97
Fixation R	1	13	1063602623	1063669246	66623	778.37	427.19	10	22	-1	14.91	14.91
Saccade R	1	13	1063669246	1063702566	33320	774.50	439.17	794.11	449.47	0.23	12.32	1.00	7.01	73.23	-94.08	85.46
Fixation R	1	14	1063702566	1063802566	100000	785.98	447.47	19	5	-1	15.18	15.18
Saccade R	1	14	1063802566	1063835887	33321	774.85	448.43	847.28	565.52	0.78	76.61	1.00	23.31	1053.32	-1126.75	729.07
Fixation R	1	15	1063835887	1064202520	366633	864.32	569.85	23	10	-1	15.69	15.69
Blink R	1	2	1064269178	1067502151	3232973
Fixation R	1	16	1067502151	1067702132	199981	546.16	240.15	7	4	-1	15.99	15.99
Saccade R	1	15	1067702132	1067768782	66650	547.98	241.28	1104.42	766.48	5.98	222.17	0.50	89.68	3314.18	-3262.61	3276.95
Fixation R	1	17	1067768782	1067968769	199987	1116.63	769.64	24	6	-1	16.31	16.31
Saccade R	1	16	1067968769	1068002097	33328	1128.47	769.72	1065.03	792.73	0.73	45.79	1.00	22.04	627.22	-418.97	532.30
Blink R	1	3	1068002097	1068668690	666593
Saccade R	1	17	1068668690	1068702015	33325	851.68	586.34	851.37	449.04	8.38	733.17	1.00	251.42	-1120.30	-9851.62	4561.19
Fixation R	1	18	1068702015	1068935328	233313	845.50	439.98	11	13	-1	16.98	16.98
Blink R	1	4	1068935328	1071035085	2099757
Fixation R	1	19	1071035085	1071568357	533272	708.46	401.25	38	9	-1	14.08	14.08
Saccade R	1	18	1071568357	1071601697	33340	693.52	400.78	687.95	399.74	0.07	3.15	1.00	1.97	19.47	-19.15	16.75
Fixation R	1	20	1071601697	1071901654	299957	683.91	409.76	13	35	-1	13.00	13.00
Saccade R	1	19	1071901654	1071968314	66660	689.72	434.58	675.95	184.63	2.17	95.59	0.50	32.54	1178.37	-1401.38	943.11
Fixation R	1	21	1071968314	1072634912	666598	672.12	180.66	14	34	-1	12.69	12.69
Saccade R	1	20	1072634912	1072668246	33334	678.73	202.24	682.32	206.24	0.10	4.96	1.00	3.06	28.30	25.76	26.94
Fixation R	1	22	1072668246	1072834883	166637	698.60	217.57	28	20	-1	13.59	13.59
Saccade R	1	21	1072834883	1072868220	33337	710.86	226.25	717.07	232.43	0.10	4.87	1.00	2.90	29.66	-57.00	33.76
Fixation R	1	23	1072868220	1072968200	99980	716.60	235.29	5	7	-1	13.99	13.99
Saccade R	1	22	1072968200	1073034864	66664	719.96	240.35	644.82	359.99	1.14	55.01	0.50	17.13	809.06	-797.49	539.50
Fixation R	1	24	1073034864	1073234842	199978	643.99	367.01	13	11	-1	14.26	14.26
Saccade R	1	23	1073234842	1073268174	33332	637.99	371.12	650.20	401.06	0.25	17.99	1.00	7.49	159.37	-227.99	141.63
Fixation R	1	25	1073268174	1073468156	199982	652.05	416.74	12	25	-1	13.90	13.90
Saccade R	1	24	1073468156	1073568134	99978	655.64	426.39	624.48	56.97	3.67	111.81	0.67	36.74	1636.52	-1582.93	966.98
Fixation R	1	26	1073568134	1073734792	166658	601.76	56.39	37	10	-1	14.04	14.04
Saccade R	1	25	1073734792	1073768118	33326	589.41	50.25	584.27	47.16	0.10	4.49	1.00	3.07	-4.15	-30.08	17.18
Fixation R	1	27	1073768118	1073834771	66653	584.82	44.35	2	4	-1	13.97	13.97
Saccade R	1	26	1073834771	1073901433	66662	586.19	42.46	672.83	326.75	2.44	148.19	0.50	36.59	2191.72	-2030.79	1181.04
Fixation R	1	28	1073901433	1074201407	299974	696.58	332.79	30	12	-1	14.29	14.29
Saccade R	1	27	1074201407	1074234728	33321	703.26	339.67	705.80	344.65	0.05	3.11	1.00	1.39	35.36	-13.02	17.51
Fixation R	1	29	1074234728	1074601414	366686	708.64	350.52	5	13	-1	14.56	14.56
Saccade R	1	28	1074701342	1074734688	33346	642.45	350.04	708.35	351.45	3.70	405.24	0.00	110.94	550.21	-6051.31	2355.66
Fixation R	1	30	1074734688	1075334615	599927	709.20	368.59	9	27	-1	13.46	13.46
Saccade R	1	29	1075334615	1075367936	33321	711.32	379.15	706.06	232.83	0.72	81.46	1.00	21.52	1203.51	-1172.36	793.69
Fixation R	1	31	1075367936	1075601252	233316	696.91	220.05	15	25	-1	13.89	13.89
Saccade R	1	30	1075601252	1075634573	33321	691.95	207.41	681.45	208.19	0.09	5.86	1.00	2.77	76.45	-55.15	50.43
Fixation R	1	32	1075634573	1075934550	299977	670.60	208.23	16	4	-1	13.19	13.19
Saccade R	1	31	1075934550	1076034561	100011	664.67	209.56	747.39	394.59	14.50	425.08	0.67	144.98	6370.70	-6286.49	4827.91
Fixation R	1	33	1076034561	1076234505	199944	757.11	393.56	16	18	-1	12.31	12.31
Saccade R	1	32	1076234505	1076267849	33344	763.54	389.77	706.35	384.09	0.37	31.98	1.00	11.00	428.76	-342.61	260.66
Fixation R	1	34	1076267849	1077367718	1099869	695.64	388.53	28	19	-1	12.42	12.42
Saccade R	1	33	1077367718	1077434375	66657	688.47	379.74	692.86	365.14	11.73	435.19	0.50	175.91	6513.88	-6473.78	6467.40
Fixation R	1	35	1077434375	1078867557	1433182	689.78	383.10	19	28	-1	12.57	12.57
Saccade R	1	34	1078867557	1078934219	66662	679.16	393.43	670.72	240.56	1.23	78.12	1.00	18.47	1158.52	-1167.33	617.34
Fixation R	1	36	1078934219	1079400832	466613	673.04	229.05	20	21	-1	12.73	12.73
Saccade R	1	35	1079400832	1079467492	66660	684.69	218.60	691.86	423.16	1.59	95.61	1.00	23.80	1428.39	-1396.45	826.60
Fixation R	1	37	1079467492	1080200744	733252	696.33	412.08	12	35	-1	12.99	12.99
Saccade R	1	36	1080200744	1080234061	33317	694.24	392.03	693.04	388.58	0.04	2.03	1.00	1.34	1.85	-21.71	12.59
Fixation R	1	38	1080234061	1084000319	3766258	696.71	395.33	32	17	-1	12.99	12.99
Saccade R	1	37	1084000319	1084033636	33317	679.59	391.23	673.73	392.99	0.04	3.40	1.00	1.32	40.47	-39.79	28.22
Fixation R	1	39	1084033636	1085633464	1599828	683.30	386.97	19	14	-1	13.15	13.15
Blink R	1	5	1085666795	1085766781	99986
Saccade R	1	38	1085766781	1085800115	33334	686.91	262.74	688.55	390.35	3.99	407.34	0.00	119.80	1065.12	-6097.53	2741.03
Fixation R	1	40	1085800115	1088066532	2266417	701.93	398.46	31	17	-1	12.71	12.71
Saccade R	1	39	1088066532	1088099849	33317	704.99	404.84	703.02	407.18	0.05	1.86	1.00	1.59	11.21	-14.11	8.49
Fixation R	1	41	1088099849	1092632679	4532830	704.66	402.62	23	26	-1	12.77	12.77
Saccade R	1	40	1092632679	1092666016	33337	691.08	394.60	689.82	393.77	0.03	1.09	0.00	0.80	2.80	-7.03	4.48
Fixation R	1	42	1092666016	1096598915	3932899	702.76	401.92	29	19	-1	12.60	12.60
Saccade R	1	41	1096598915	1096632236	33321	714.79	409.67	716.73	409.28	0.02	1.10	1.00	0.48	15.05	-0.47	9.57
Fixation R	1	43	1096632236	1097798777	1166541	713.21	401.58	29	18	-1	12.23	12.23
Saccade R	1	42	1097798777	1097832100	33323	695.94	393.72	693.24	393.96	0.03	1.51	1.00	0.86	12.58	-11.04	11.34
Fixation R	1	44	1097832100	1100631791	2799691	693.55	396.34	37	10	-1	12.35	12.35
Saccade R	1	43	1100631791	1100665126	33335	668.34	401.01	666.15	401.65	0.06	2.69	1.00	1.83	23.78	-14.93	12.97
Fixation R	1	45	1100665126	1103098184	2433058	664.80	395.77	29	20	-1	12.58	12.58
Saccade R	1	44	1103098184	1103131520	33336	683.91	402.68	684.72	407.35	0.07	2.64	1.00	1.98	4.35	-20.67	11.91
Fixation R	1	46	1103131520	1103998088	866568	679.47	399.59	24	25	-1	11.87	11.87
Saccade R	1	45	1103998088	1104031422	33334	668.45	390.56	667.92	388.32	0.04	2.10	1.00	1.14	16.84	5.47	12.79
Fixation R	1	47	1104031422	1105431257	1399835	676.67	398.69	29	18	-1	12.14	12.14
Saccade R	1	46	1105431257	1105464598	33341	691.73	406.47	693.38	408.25	0.03	1.35	1.00	0.83	12.33	-13.43	11.77
Fixation R	1	48	1105464598	1114030299	8565701	703.45	403.80	28	19	-1	12.19	12.19
Saccade R	1	47	1114030299	1114063640	33341	718.60	414.25	717.41	416.43	0.02	1.38	1.00	0.68	11.57	-14.50	9.39
Fixation R	1	49	1114063640	1114696893	633253	722.46	412.86	9	5	-1	12.20	12.20
Saccade R	1	48	1114696893	1114730226	33333	724.14	410.72	485.10	420.26	1.18	133.06	1.00	35.49	1993.37	-1950.42	1342.39
Fixation R	1	50	1114730226	1115096847	366621	477.08	439.58	12	32	-1	12.03	12.03
Saccade R	1	49	1115096847	1115163510	66663	480.30	452.69	839.94	449.38	2.78	194.22	1.00	41.69	2898.60	-2859.70	1454.83
Fixation R	1	51	1115163510	1115363483	199973	840.26	431.76	3	30	-1	11.60	11.60
Saccade R	1	50	1115363483	1115396820	33337	839.21	419.23	808.28	413.67	0.36	21.28	1.00	10.80	269.04	-240.26	251.68
Fixation R	1	52	1115396820	1115496809	99989	779.30	412.74	39	5	-1	11.67	11.67
Saccade R	1	51	1115496809	1115530144	33335	769.02	409.91	763.79	408.21	0.07	3.06	1.00	2.17	23.79	-9.79	17.33
Fixation R	1	53	1115530144	1115663459	133315	756.24	405.06	30	6	-1	11.68	11.68
Saccade R	1	52	1115663459	1115696786	33327	737.54	401.93	716.96	401.88	0.25	11.45	1.00	7.37	37.76	-75.88	52.15
Fixation R	1	54	1115696786	1116596689	899903	707.77	404.81	29	10	-1	12.14	12.14
Saccade R	1	53	1116596689	1116630010	33321	701.07	398.05	687.68	381.51	0.14	11.84	1.00	4.24	169.81	-79.03	91.20
Fixation R	1	55	1116630010	1117063325	433315	688.36	379.89	14	32	-1	12.43	12.43
Saccade R	1	54	1117063325	1117096658	33333	691.75	399.06	696.18	400.41	0.09	4.92	1.00	2.70	19.02	-35.14	23.78
Fixation R	1	56	1117096658	1123062636	5965978	701.38	398.92	31	14	-1	12.05	12.05
Saccade R	1	55	1123062636	1123095959	33323	719.76	396.41	725.14	395.14	0.07	3.08	1.00	2.15	27.72	-34.27	27.97
Fixation R	1	57	1123095959	1123595911	499952	736.77	399.04	21	8	-1	12.28	12.28
Saccade R	1	56	1123595911	1123629233	33322	723.26	404.09	694.66	407.47	0.27	16.03	1.00	7.97	233.46	-122.76	154.76
Fixation R	1	58	1123629233	1125295707	1666474	693.67	405.84	27	22	-1	11.75	11.75
Saccade R	1	57	1125295707	1125329049	33342	709.57	398.79	712.25	398.83	0.03	1.49	1.00	0.87	18.05	-7.45	10.42
Fixation R	1	59	1125329049	1126928875	1599826	704.40	400.01	33	16	-1	12.30	12.30
Saccade R	1	58	1126928875	1126962193	33318	686.83	410.30	691.85	411.06	0.07	3.25	1.00	1.99	36.71	5.09	22.68
Fixation R	1	60	1126962193	1129061968	2099775	707.27	408.09	25	21	-1	11.86	11.86
Saccade R	1	59	1129061968	1129095289	33321	709.54	399.94	721.91	401.69	0.09	6.96	1.00	2.75	91.71	-86.19	64.79
Fixation R	1	61	1129095289	1130295153	1199864	715.27	400.43	27	19	-1	11.36	11.36
Saccade R	1	60	1130295153	1130395152	99999	711.23	383.81	705.39	389.25	21.24	586.04	0.67	212.36	8663.51	-8704.98	6142.31
Fixation R	1	62	1130395152	1132661569	2266417	708.73	399.83	20	29	-1	11.57	11.57
Saccade R	1	61	1132661569	1132694889	33320	698.70	394.18	697.15	391.97	0.02	1.50	1.00	0.73	9.61	-14.94	8.73
Fixation R	1	63	1132694889	1141927222	9232333	703.75	399.94	22	22	-1	12.06	12.06
Saccade R	1	62	1141927222	1141960533	33311	713.70	405.04	684.79	401.79	0.25	16.19	1.00	7.63	215.61	-154.94	173.71
Fixation R	1	64	1141960533	1142127182	166649	674.18	401.13	43	2	-1	13.26	13.26
Saccade R	1	63	1142127182	1142160506	33324	696.97	398.89	706.17	397.22	0.26	21.62	1.00	7.80	-31.77	-246.12	103.87
Fixation R	1	65	1142160506	1145560124	3399618	697.24	401.89	31	17	-1	12.64	12.64
Saccade R	1	64	1145560124	1145593462	33338	710.22	402.87	712.01	403.41	0.03	1.24	0.00	0.79	7.59	-13.17	9.92
Fixation R	1	66	1145593462	1150759549	5166087	705.31	399.88	30	19	-1	12.61	12.61
Saccade R	1	65	1150759549	1150792888	33339	704.34	408.02	702.33	408.64	0.05	1.91	1.00	1.42	11.68	-11.06	10.02
Fixation R	1	67	1150792888	1155392376	4599488	707.51	400.84	28	19	-1	12.89	12.89
Saccade R	1	66	1155392376	1155425696	33320	708.35	405.14	702.83	363.52	0.38	23.36	1.00	11.27	338.86	-288.58	291.01
Fixation R	1	68	1155425696	1156092295	666599	703.65	398.23	8	40	-1	12.58	12.58
Saccade R	1	67	1156092295	1156125625	33330	707.56	403.67	712.50	403.61	0.05	2.75	1.00	1.39	23.46	-24.95	19.44
Fixation R	1	69	1156125625	1157425475	1299850	719.17	403.96	21	8	-1	13.29	13.29
Saccade R	1	68	1157425475	1157492132	66657	727.27	406.76	693.33	289.00	1.05	41.68	1.00	15.82	613.79	-502.51	447.58
Fixation R	1	70	1157492132	1157658791	166659	690.87	279.85	22	16	-1	14.03	14.03
Saccade R	1	69	1157658791	1157692117	33326	679.76	272.52	676.87	263.69	0.12	7.58	0.00	3.58	70.11	-97.34	70.72
Fixation R	1	71	1157692117	1157892098	199981	675.29	257.33	3	14	-1	13.86	13.86
Saccade R	1	70	1157892098	1157925429	33331	674.74	249.53	680.03	358.75	0.65	60.84	1.00	19.38	877.98	-822.27	624.06
Fixation R	1	72	1157925429	1158092077	166648	686.85	384.21	15	33	-1	13.09	13.09
Saccade R	1	71	1158092077	1158125406	33329	695.27	392.34	696.98	391.09	0.07	3.08	0.00	2.04	2.02	-7.20	4.09
Fixation R	1	73	1158125406	1164058076	5932670	709.51	399.64	34	15	-1	12.82	12.82
Saccade R	1	72	1164058076	1164091400	33324	728.41	398.62	685.54	398.29	0.28	23.86	1.00	8.27	350.03	-272.52	247.83
Fixation R	1	74	1164091400	1164324716	233316	676.25	396.91	46	3	-1	12.47	12.47
Saccade R	1	73	1164324716	1164358037	33321	654.36	395.26	653.51	394.43	0.05	2.33	1.00	1.38	8.22	-25.08	13.76
Fixation R	1	75	1164358037	1164458035	99998	664.88	393.19	45	2	-1	12.73	12.73
Blink R	1	6	1164524696	1164624672	99976
Fixation R	1	76	1164624672	1164891324	266652	730.76	395.93	10	37	-1	12.73	12.73
Saccade R	1	74	1164891324	1164924647	33323	726.67	404.33	722.58	404.71	0.06	2.29	1.00	1.66	13.90	-24.50	12.82
Fixation R	1	77	1164924647	1169990757	5066110	711.91	403.37	31	18	-1	12.82	12.82
Saccade R	1	75	1169990757	1170024072	33315	701.63	412.51	701.49	414.78	0.02	1.26	1.00	0.63	15.88	-10.40	10.37
Fixation R	1	78	1170024072	1173423697	3399625	715.91	424.03	28	17	-1	14.26	14.26
Saccade R	1	76	1173423697	1173457034	33337	701.40	430.63	696.64	431.39	0.08	2.68	1.00	2.26	14.44	8.96	11.10
Fixation R	1	79	1173457034	1177256605	3799571	698.28	421.26	28	19	-1	13.50	13.50
Saccade R	1	77	1177256605	1177289931	33326	701.07	434.36	700.12	438.68	0.07	2.57	1.00	1.97	6.15	-10.90	6.23
Fixation R	1	80	1177289931	1178756429	1466498	707.56	442.06	30	18	-1	15.13	15.13
Saccade R	1	78	1178756429	1178789774	33345	704.81	431.03	705.53	428.56	0.04	1.49	1.00	1.16	12.46	5.79	9.95
Fixation R	1	81	1178789774	1181322831	2533057	717.32	430.89	24	25	-1	14.83	14.83
Saccade R	1	79	1181322831	1181356147	33316	724.33	445.67	722.60	447.09	0.04	1.92	1.00	1.20	14.07	4.48	9.20
Fixation R	1	82	1181356147	1182156063	799916	710.39	433.36	20	24	-1	15.00	15.00
Blink R	1	7	1182189399	1182322712	133313
Fixation R	1	83	1182322712	1184689104	2366392	708.86	415.04	20	19	-1	13.68	13.68
Blink R	1	8	1184722450	1184955747	233297
Fixation R	1	84	1184955747	1185622338	666591	687.13	416.52	24	21	-1	12.11	12.11
Blink R	1	9	1185655679	1185822316	166637
Fixation R	1	85	1185822316	1186855545	1033229	696.61	386.44	27	20	-1	12.11	12.11
Saccade R	1	80	1186855545	1186888866	33321	697.35	391.48	684.34	391.97	0.09	7.24	1.00	2.62	80.46	-13.26	31.73
Fixation R	1	86	1186888866	1187022183	133317	692.72	391.78	20	0	-1	11.84	11.84
Blink R	1	10	1187055526	1187222161	166635
Saccade R	1	81	1187222161	1187255499	33338	747.63	340.00	711.85	392.85	4.12	454.38	0.00	123.62	532.69	-6746.89	2590.83
Fixation R	1	87	1187255499	1187655453	399954	716.33	390.72	24	6	-1	12.42	12.42
Blink R	1	11	1187688779	1187888751	199972
Fixation R	1	88	1187888751	1188555347	666596	692.95	393.53	11	12	-1	12.21	12.21
Blink R	1	12	1188588681	1188821981	233300
Fixation R	1	89	1188821981	1189388596	566615	703.87	400.96	21	12	-1	12.52	12.52
Saccade R	1	82	1189388596	1189421914	33318	720.48	401.20	736.57	399.65	0.35	20.52	1.00	10.64	126.96	-56.41	101.21
Fixation R	1	90	1189421914	1189821875	399961	710.37	395.54	36	7	-1	12.68	12.68
Saccade R	1	83	1189821875	1189855209	33334	708.90	392.04	694.34	391.46	0.15	8.11	1.00	4.46	94.88	-98.32	94.46
Fixation R	1	91	1189855209	1191155058	1299849	695.14	386.15	27	21	-1	13.08	13.08
Blink R	1	13	1191188399	1191321709	133310
Fixation R	1	92	1191321709	1191421694	99985	705.24	367.95	2	16	-1	12.92	12.92
Blink R	1	14	1191455041	1191655012	199971
Fixation R	1	93	1191655012	1191821654	166642	683.15	377.57	25	18	-1	13.02	13.02
Saccade R	1	84	1191821654	1191854992	33338	678.00	375.30	676.15	361.08	0.19	7.98	1.00	5.77	38.63	-60.42	51.31
Fixation R	1	94	1191854992	1192388260	533268	667.83	362.67	17	29	-1	12.40	12.40
Saccade R	1	85	1192388260	1192421586	33326	666.85	373.10	675.16	381.02	0.15	6.39	1.00	4.51	68.31	4.20	38.87
Fixation R	1	95	1192421586	1193021521	599935	675.50	388.72	29	18	-1	12.16	12.16
Saccade R	1	86	1193021521	1193054854	33333	689.70	378.05	692.35	375.37	0.06	2.24	1.00	1.83	14.70	-5.23	8.53
Fixation R	1	96	1193054854	1193288147	233293	698.60	374.36	12	5	-1	12.10	12.10
Blink R	1	15	1193321490	1193454808	133318
Fixation R	1	97	1193454808	1193721446	266638	693.65	384.23	17	29	-1	12.93	12.93
Saccade R	1	87	1193721446	1193754768	33322	686.58	401.20	677.00	400.42	0.13	5.35	1.00	3.85	26.15	-30.19	20.84
Fixation R	1	98	1193754768	1195454594	1699826	678.11	412.59	19	28	-1	12.79	12.79
Saccade R	1	88	1195454594	1195487932	33338	689.23	426.86	688.42	431.97	0.07	2.88	1.00	2.03	27.43	-32.81	23.77
Fixation R	1	99	1195487932	1197587685	2099753	673.66	430.65	33	14	-1	13.26	13.26
Blink R	1	16	1197621005	1197754323	133318
Fixation R	1	100	1197754323	1198420916	666593	682.26	399.98	21	28	-1	12.30	12.30
Saccade R	1	89	1198420916	1198454252	33336	685.00	392.94	685.82	390.54	0.09	6.29	1.00	2.69	147.83	9.19	72.37
Fixation R	1	101	1198454252	1198620896	166644	664.02	386.31	31	9	-1	12.39	12.39
Saccade R	1	90	1198620896	1198654228	33332	654.31	380.65	646.96	378.33	0.11	4.29	1.00	3.38	268.04	-44.41	106.41
Fixation R	1	102	1198654228	1198720889	66661	661.19	376.73	41	3	-1	11.93	11.93
Saccade R	1	91	1198720889	1198754207	33318	688.21	375.16	706.51	375.50	0.30	22.16	0.00	9.10	134.60	-289.74	142.01
Fixation R	1	103	1198754207	1199187536	433329	711.42	386.57	22	23	-1	11.96	11.96
Saccade R	1	92	1199187536	1199220830	33294	700.21	399.09	697.79	400.25	0.06	3.36	0.00	1.87	8.21	-29.05	13.91
Fixation R	1	104	1199220830	1200287367	1066537	687.44	400.37	20	28	-1	12.56	12.56
Saccade R	1	93	1200287367	1200320712	33345	680.93	413.06	673.94	413.23	0.07	3.89	1.00	2.09	53.31	-6.50	20.90
Fixation R	1	105	1200320712	1202053866	1733154	684.68	414.06	24	21	-1	13.69	13.69
Saccade R	1	94	1202053866	1202087190	33324	672.43	421.99	668.48	425.12	0.08	3.07	1.00	2.40	0.26	-22.56	8.96
Fixation R	1	106	1202087190	1202387150	299960	672.66	425.24	32	13	-1	12.52	12.52
Saccade R	1	95	1202387150	1202420476	33326	694.25	421.73	698.20	421.89	0.12	6.26	1.00	3.51	52.02	-61.02	40.92
Fixation R	1	107	1202420476	1202920426	499950	679.87	422.36	41	7	-1	13.40	13.40
Saccade R	1	96	1202920426	1202953747	33321	657.05	418.47	656.03	417.12	0.06	3.15	1.00	1.76	34.02	-16.83	18.60
Fixation R	1	108	1202953747	1203153728	199981	664.68	412.23	35	9	-1	13.91	13.91
Saccade R	1	97	1203153728	1203187057	33329	680.88	408.04	688.54	404.28	0.26	17.11	1.00	7.88	214.72	-46.91	97.84
Fixation R	1	109	1203187057	1204120294	933237	680.88	408.08	36	12	-1	13.67	13.67
Saccade R	1	98	1204120294	1204153610	33316	685.64	414.23	684.11	415.88	0.06	2.61	1.00	1.85	13.31	-20.39	15.43
Fixation R	1	110	1204153610	1204620234	466624	675.71	422.04	27	17	-1	13.98	13.98
Saccade R	1	99	1204620234	1204653564	33330	693.60	410.40	698.08	405.44	0.23	16.50	0.00	6.93	36.06	-183.42	75.57
Fixation R	1	111	1204653564	1205386838	733274	700.02	399.52	25	19	-1	13.61	13.61
Saccade R	1	100	1205386838	1205420138	33300	687.46	408.63	678.29	409.85	0.10	5.15	1.00	3.03	27.27	-66.07	33.10
Fixation R	1	112	1205420138	1205520134	99996	677.92	408.86	7	1	-1	12.91	12.91
Saccade R	1	101	1205520134	1205620117	99983	682.41	408.01	666.44	396.27	6.20	164.37	0.33	62.02	2454.30	-1734.92	1670.83
Fixation R	1	113	1205620117	1205986753	366636	685.61	409.40	27	18	-1	12.47	12.47
Blink R	1	17	1206020069	1206386705	366636
Fixation R	1	114	1206386705	1206520028	133323	722.88	414.53	41	4	-1	12.12	12.12
Saccade R	1	102	1206520028	1206553347	33319	745.14	416.63	752.08	417.68	0.15	7.87	0.00	4.42	3.59	-84.64	44.23
Fixation R	1	115	1206553347	1206786664	233317	740.84	413.07	36	12	-1	12.23	12.23
Saccade R	1	103	1206786664	1206819982	33318	719.01	404.98	716.68	403.48	0.13	6.88	1.00	4.02	99.20	-80.00	61.52
Fixation R	1	116	1206819982	1209819651	2999669	696.28	395.83	30	18	-1	12.40	12.40
Saccade R	1	104	1209819651	1209852990	33339	704.65	402.68	707.18	405.00	0.04	1.91	1.00	1.11	14.87	-17.34	13.78
Fixation R	1	117	1209852990	1211986084	2133094	693.14	398.52	25	22	-1	12.38	12.38
Saccade R	1	105	1211986084	1212019403	33319	699.66	385.06	714.90	381.04	0.14	8.77	1.00	4.24	77.40	-75.52	55.65
Fixation R	1	118	1212019403	1213085951	1066548	715.89	385.42	30	18	-1	11.58	11.58
