[iView]
Converted from: NA
Date: NA
Version:	IDF Event Detector 3.0.20
Sample Rate:	30
Subject: NA
Description:	description info                                                                                                                                                                                                                                                

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

Table Header for Trigger Line Events:
Event Type	Trial	Number	Start	Duration	Port Status

Fixation L	1	76	1143826985	1144826873	999888	674.84	399.22	20	28	-1	12.07	12.07
Saccade L	1	74	1144826873	1144860213	33340	682.05	408.80	682.50	409.15	0.02	0.62	0.00	0.47	9.97	-0.15	3.42
Fixation L	1	77	1144860213	1147559915	2699702	683.87	392.06	14	34	-1	11.97	11.97
Saccade L	1	75	1147559915	1147593258	33343	678.10	382.85	677.49	381.43	0.02	0.86	1.00	0.48	11.34	-3.89	7.51
Fixation L	1	78	1147593258	1153625897	6032639	683.20	392.22	22	27	-1	12.48	12.48
Saccade L	1	76	1153625897	1153659232	33335	678.41	383.79	677.36	379.61	0.05	2.39	1.00	1.60	19.37	-29.52	19.54
Fixation L	1	79	1153659232	1155359035	1699803	680.87	384.84	13	25	-1	13.01	13.01
Saccade L	1	77	1155359035	1155492359	133324	672.60	398.67	671.75	389.16	3.84	60.37	0.75	28.83	581.25	-860.36	556.00
Fixation L	1	80	1155492359	1157458810	1966451	676.51	393.68	16	22	-1	12.91	12.91
Saccade L	1	78	1157458810	1157492132	33322	678.58	378.70	674.50	303.69	0.49	41.80	1.00	14.84	613.35	-546.36	405.27
Fixation L	1	81	1157492132	1157658791	166659	668.38	284.48	13	34	-1	14.09	14.09
Saccade L	1	79	1157658791	1157692117	33326	661.34	269.29	662.13	261.70	0.13	4.93	0.00	3.86	27.91	-31.31	24.96
Fixation L	1	82	1157692117	1157892098	199981	660.55	249.78	3	21	-1	14.07	14.07
Saccade L	1	80	1157892098	1157925429	33331	662.17	240.38	663.62	325.44	0.58	47.34	1.00	17.49	661.78	-666.84	530.23
Fixation L	1	83	1157925429	1158025413	99984	667.55	352.19	8	37	-1	13.35	13.35
Saccade L	1	81	1158025413	1158058745	33332	671.64	361.84	675.13	367.81	0.08	3.85	1.00	2.41	14.53	-10.09	9.59
Fixation L	1	84	1158058745	1159058633	999888	681.87	386.83	11	37	-1	12.68	12.68
Saccade L	1	82	1159058633	1159091971	33338	684.97	403.67	687.35	402.32	0.04	1.52	1.00	1.15	5.50	-7.55	6.67
Fixation L	1	85	1159091971	1164058076	4966105	686.16	395.56	24	21	-1	12.63	12.63
Saccade L	1	83	1164058076	1164091400	33324	676.48	385.72	658.58	385.31	0.15	9.96	1.00	4.48	139.86	-119.14	105.36
Fixation L	1	86	1164091400	1164491352	399952	641.09	382.56	36	5	-1	12.19	12.19
Blink L	1	9	1164524696	1164658013	133317
Fixation L	1	87	1164658013	1164724671	66658	665.82	379.62	29	6	-1	13.29	13.29
Saccade L	1	84	1164724671	1164757998	33327	666.34	383.41	689.12	417.14	0.59	24.00	1.00	17.84	235.94	-70.18	133.07
Fixation L	1	88	1164757998	1164857987	99989	676.15	414.93	44	4	-1	12.91	12.91
Saccade L	1	85	1164857987	1164891324	33337	690.65	417.22	687.92	424.10	0.27	17.97	1.00	8.24	-31.66	-207.75	96.65
Fixation L	1	89	1164891324	1166057850	1166526	685.25	406.84	9	39	-1	11.97	11.97
Saccade L	1	86	1166057850	1166091181	33331	679.64	390.36	678.33	389.49	0.03	1.64	1.00	1.02	11.51	3.09	6.10
Fixation L	1	90	1166091181	1168324270	2233089	679.29	394.88	24	24	-1	12.42	12.42
Saccade L	1	87	1168324270	1168357591	33321	686.73	410.45	686.34	411.85	0.04	1.81	1.00	1.20	4.43	-15.07	7.92
Fixation L	1	91	1168357591	1173290371	4932780	680.74	421.16	18	30	-1	13.61	13.61
Saccade L	1	88	1173290371	1173323743	33372	693.50	435.65	694.93	437.11	0.05	3.05	0.00	1.41	12.77	-28.58	17.77
Fixation L	1	92	1173323743	1174923535	1599792	697.58	419.22	14	34	-1	12.46	12.46
Saccade L	1	89	1174923535	1174956858	33323	690.61	422.68	688.68	425.14	0.04	1.74	1.00	1.35	4.73	-11.65	9.27
Fixation L	1	93	1174956858	1177423256	2466398	685.73	416.67	16	32	-1	13.99	13.99
Saccade L	1	90	1177423256	1177456671	33415	691.13	438.30	692.50	439.87	0.04	1.79	0.00	1.32	10.83	-18.50	12.85
Fixation L	1	94	1177456671	1182156063	4699392	694.87	431.32	16	26	-1	15.07	15.07
Blink L	1	10	1182189399	1182322712	133313
Fixation L	1	95	1182322712	1183289270	966558	707.10	418.03	15	33	-1	14.34	14.34
Saccade L	1	91	1183289270	1183322596	33326	713.06	424.90	714.38	422.68	0.03	1.44	1.00	0.90	15.22	-18.37	14.22
Fixation L	1	96	1183322596	1184689104	1366508	708.42	420.17	14	4	-1	13.92	13.92
Blink L	1	11	1184722450	1184922428	199978
Saccade L	1	92	1184922428	1184989085	66657	704.23	896.25	704.41	424.84	12.81	627.24	0.00	192.13	4445.84	-8886.39	4556.94
Fixation L	1	97	1184989085	1185622338	633253	698.93	433.12	8	34	-1	12.17	12.17
Blink L	1	12	1185655679	1185822316	166637
Saccade L	1	93	1185822316	1185855652	33336	691.82	339.00	693.66	401.51	3.85	426.52	0.00	115.57	521.97	-6383.41	2472.80
Fixation L	1	98	1185855652	1187022183	1166531	690.40	400.81	19	10	-1	12.15	12.15
Blink L	1	13	1187055526	1187255499	199973
Saccade L	1	94	1187255499	1187288814	33315	677.79	341.57	684.01	398.04	3.79	420.26	0.00	113.66	474.21	-6262.62	2399.06
Fixation L	1	99	1187288814	1187655453	366639	693.91	396.88	15	5	-1	12.32	12.32
Blink L	1	14	1187688779	1187855433	166654
Saccade L	1	95	1187855433	1187922091	66658	810.93	714.97	685.79	400.07	11.05	595.58	0.00	165.79	3132.78	-8581.37	3783.78
Fixation L	1	100	1187922091	1188555347	633256	679.39	405.37	13	18	-1	12.08	12.08
Blink L	1	15	1188588681	1188821981	233300
Fixation L	1	101	1188821981	1191121739	2299758	687.14	394.05	26	21	-1	12.97	12.97
Blink L	1	16	1191188399	1191321709	133310
Fixation L	1	102	1191321709	1191388375	66666	678.42	350.17	1	38	-1	13.70	13.70
Blink L	1	17	1191455041	1191655012	199971
Fixation L	1	103	1191655012	1192254946	599934	676.08	377.01	11	38	-1	12.85	12.85
Saccade L	1	96	1192254946	1192288259	33313	679.40	367.67	680.67	369.91	0.06	2.40	1.00	1.72	15.42	-11.04	10.10
Fixation L	1	104	1192288259	1193288147	999888	688.78	391.48	10	30	-1	12.10	12.10
Blink L	1	18	1193321490	1193454808	133318
Fixation L	1	105	1193454808	1193821426	366618	689.18	393.87	8	40	-1	12.67	12.67
Saccade L	1	97	1193821426	1193854764	33338	692.74	397.54	694.89	398.69	0.03	1.36	1.00	0.79	12.76	-10.80	8.51
Fixation L	1	106	1193854764	1197587685	3732921	695.36	400.77	23	25	-1	12.74	12.74
Blink L	1	19	1197621005	1197754323	133318
Saccade L	1	98	1197754323	1197787662	33339	666.35	410.05	702.09	393.67	3.87	433.09	0.00	116.07	328.10	-6356.66	2320.43
Fixation L	1	107	1197787662	1198487574	699912	700.19	403.01	20	15	-1	12.06	12.06
Saccade L	1	99	1198487574	1198520913	33339	692.25	395.52	682.01	386.91	0.12	7.45	1.00	3.51	106.95	-72.66	64.64
Fixation L	1	108	1198520913	1198987531	466618	687.77	377.47	34	15	-1	11.33	11.33
Saccade L	1	100	1198987531	1199020853	33322	693.76	386.63	699.57	389.15	0.12	4.27	0.00	3.48	-10.29	-35.46	23.70
Fixation L	1	109	1199020853	1200753993	1733140	687.46	408.52	20	29	-1	12.16	12.16
Saccade L	1	101	1200753993	1200787327	33334	688.24	418.38	688.24	418.88	0.03	1.41	0.00	0.86	12.98	-1.16	4.76
Fixation L	1	110	1200787327	1202753774	1966447	699.16	422.96	30	18	-1	13.46	13.46
Saccade L	1	102	1202753774	1202787104	33330	709.73	413.62	707.53	409.37	0.07	2.66	1.00	1.98	20.38	-19.38	14.36
Fixation L	1	111	1202787104	1204786886	1999782	698.53	397.34	19	26	-1	13.52	13.52
Saccade L	1	103	1204786886	1204820204	33318	711.07	382.59	713.05	379.65	0.06	3.12	0.00	1.72	14.74	-34.48	21.64
Fixation L	1	112	1204820204	1205486800	666596	705.17	381.63	17	10	-1	13.21	13.21
Blink L	1	20	1205520134	1205620117	99983
Saccade L	1	104	1205620117	1205653455	33338	596.95	541.13	697.69	366.82	4.72	445.85	0.00	141.52	1679.89	-6564.02	3298.31
Fixation L	1	113	1205653455	1205886752	233297	695.90	389.53	9	36	-1	12.11	12.11
Saccade L	1	105	1205886752	1205920094	33342	690.26	403.57	688.78	407.91	0.08	4.28	0.00	2.47	15.39	-41.28	24.82
Fixation L	1	114	1205920094	1205986753	66659	688.85	406.72	1	2	-1	12.55	12.55
Blink L	1	21	1206020069	1206386705	366636
Fixation L	1	115	1206386705	1206520028	133323	703.27	401.09	20	23	-1	11.59	11.59
Saccade L	1	106	1206520028	1206553347	33319	712.05	405.30	724.38	409.97	0.14	7.34	1.00	4.14	44.44	-46.34	40.15
Fixation L	1	116	1206553347	1206953301	399954	717.53	400.35	26	23	-1	11.38	11.38
Saccade L	1	107	1206953301	1206986642	33341	700.04	389.43	697.25	388.91	0.09	3.71	1.00	2.80	-2.53	-31.99	16.30
Fixation L	1	117	1206986642	1210119623	3132981	686.58	396.92	17	32	-1	12.10	12.10
Saccade L	1	108	1210119623	1210152945	33322	679.94	417.07	681.48	417.92	0.05	2.57	1.00	1.61	30.70	-20.81	18.63
Fixation L	1	118	1210152945	1211986084	1833139	689.86	410.18	18	30	-1	12.23	12.23
Saccade L	1	109	1211986084	1212019403	33319	695.07	401.58	699.83	400.29	0.06	2.74	1.00	1.70	28.01	-30.02	21.81
Fixation L	1	119	1212019403	1212685999	666596	695.99	403.30	27	22	-1	11.30	11.30
Saccade L	1	110	1212685999	1212719336	33337	685.47	414.24	685.03	415.08	0.01	0.60	0.00	0.42	10.70	-3.45	6.36
Fixation L	1	120	1212719336	1219218606	6499270	681.91	403.21	28	21	-1	12.60	12.60
Saccade L	1	111	1219218606	1219251941	33335	678.47	414.67	678.39	415.70	0.04	1.80	1.00	1.26	5.76	-4.27	3.37
Fixation L	1	121	1219251941	1224351366	5099425	679.62	417.31	18	20	-1	14.21	14.21
Saccade L	1	112	1224351366	1224418026	66660	685.05	416.83	872.60	390.74	1.52	69.96	0.50	22.75	1026.32	-954.57	741.08
Fixation L	1	122	1224418026	1224551352	133326	877.17	373.91	8	27	-1	15.32	15.32
Saccade L	1	113	1224551352	1224584685	33333	877.01	362.89	888.81	355.01	0.15	7.90	1.00	4.61	68.25	-84.70	60.22
Fixation L	1	123	1224584685	1224751329	166644	900.51	345.76	18	20	-1	14.84	14.84
Saccade L	1	114	1224751329	1224784660	33331	907.26	334.76	634.60	348.77	1.34	151.84	1.00	40.20	2240.24	-2215.40	1487.33
Fixation L	1	124	1224784660	1224984646	199986	634.83	364.88	8	31	-1	13.57	13.57
Saccade L	1	115	1224984646	1225017960	33314	639.93	374.97	664.50	380.49	0.25	14.02	1.00	7.56	120.47	-179.76	116.34
Fixation L	1	125	1225017960	1225417918	399958	691.12	385.08	37	12	-1	12.82	12.82
Saccade L	1	116	1225417918	1225451255	33337	701.60	393.35	702.17	396.05	0.05	2.09	1.00	1.42	15.91	-9.98	11.26
Fixation L	1	126	1225451255	1227517692	2066437	696.50	411.67	20	27	-1	11.86	11.86
Fixation L	1	127	1227617715	1239016407	11398692	686.67	394.63	26	23	-1	11.56	11.56
Saccade L	1	117	1239016407	1239049742	33335	690.33	383.21	690.60	381.75	0.02	1.25	1.00	0.74	8.23	-6.39	5.64
Fixation L	1	128	1239049742	1243149281	4099539	691.24	396.03	24	23	-1	11.39	11.39
Saccade L	1	118	1243149281	1243182615	33334	679.54	401.87	673.63	401.21	0.07	3.31	1.00	1.97	44.26	-36.62	27.40
Fixation L	1	129	1243182615	1246182283	2999668	682.09	397.24	34	14	-1	11.51	11.51
Saccade L	1	119	1246182283	1246215607	33324	669.79	404.63	656.27	405.24	0.12	7.53	1.00	3.63	101.05	-90.16	80.00
Fixation L	1	130	1246215607	1246315599	99992	653.77	409.11	4	9	-1	11.45	11.45
Blink L	1	22	1246348927	1246448922	99995
Saccade L	1	120	1246448922	1246515579	66657	647.39	371.59	627.21	399.80	6.33	413.38	0.00	94.94	354.12	-5641.33	1721.38
Fixation L	1	131	1246515579	1246748884	233305	634.03	401.84	35	8	-1	10.62	10.62
Saccade L	1	121	1246748884	1246782214	33330	658.75	399.30	667.55	399.76	0.20	10.12	1.00	5.94	-6.98	-78.29	46.02
Fixation L	1	132	1246782214	1247315487	533273	663.64	405.42	41	7	-1	10.59	10.59
Saccade L	1	122	1247315487	1247348815	33328	637.19	405.59	633.81	405.21	0.07	3.08	0.00	2.00	10.94	-25.13	18.15
Fixation L	1	133	1247348815	1248515356	1166541	628.67	400.01	13	35	-1	11.17	11.17
Saccade L	1	123	1248515356	1248548682	33326	637.45	376.90	645.13	376.86	0.13	9.12	1.00	3.87	119.83	-9.51	59.83
Fixation L	1	134	1248548682	1248781993	233311	672.17	378.67	43	4	-1	11.71	11.71
Saccade L	1	124	1248781993	1248815315	33322	688.72	380.23	691.29	382.02	0.07	4.37	1.00	2.14	-0.67	-39.42	15.26
Fixation L	1	135	1248815315	1249315264	499949	695.98	392.77	10	20	-1	11.86	11.86
Blink L	1	23	1249348592	1249448589	99997
Fixation L	1	136	1249448589	1249848548	399959	680.17	388.57	23	25	-1	12.46	12.46
Saccade L	1	125	1249848548	1249881888	33340	673.03	394.75	672.92	397.13	0.19	18.66	1.00	5.73	255.12	0.67	99.55
Fixation L	1	137	1249881888	1249948526	66638	676.66	421.45	7	39	-1	12.74	12.74
Saccade L	1	126	1249948526	1249981861	33335	680.61	436.74	686.92	442.35	0.24	18.66	1.00	7.18	13.10	-209.35	89.21
Fixation L	1	138	1249981861	1250081841	99980	687.44	447.84	1	18	-1	12.54	12.54
Saccade L	1	127	1250081841	1250115182	33341	688.38	458.46	648.91	461.17	0.34	22.01	1.00	10.17	246.61	-291.41	198.88
Fixation L	1	139	1250115182	1250348503	233321	624.26	466.31	38	9	-1	12.90	12.90
Saccade L	1	128	1250348503	1250381817	33314	610.24	470.82	607.64	471.87	0.06	3.31	1.00	1.90	21.44	-26.26	16.51
Fixation L	1	140	1250381817	1250615119	233302	606.23	451.70	3	44	-1	12.85	12.85
Saccade L	1	129	1250615119	1250648454	33335	604.04	431.96	604.22	427.58	0.10	4.17	1.00	2.99	27.23	-25.92	22.50
Fixation L	1	141	1250648454	1251015074	366620	598.58	415.52	28	19	-1	12.67	12.67
Saccade L	1	130	1251015074	1251048410	33336	578.63	408.39	573.10	408.11	0.10	4.41	0.00	3.01	11.37	-32.82	22.21
Fixation L	1	142	1251048410	1251248388	199978	590.33	405.23	37	6	-1	12.82	12.82
Saccade L	1	131	1251248388	1251281708	33320	606.54	401.63	611.08	400.37	0.07	2.62	1.00	2.01	47.49	-19.38	25.17
Fixation L	1	143	1251281708	1251881643	599935	614.05	394.36	34	9	-1	13.49	13.49
Saccade L	1	132	1251881643	1251914980	33337	590.96	396.35	583.73	396.43	0.06	4.02	1.00	1.69	33.30	-20.09	19.13
Fixation L	1	144	1251914980	1252448253	533273	588.85	394.83	42	4	-1	14.29	14.29
Saccade L	1	133	1252448253	1252481575	33322	620.68	393.66	631.98	393.13	0.16	7.15	1.00	4.88	20.30	-88.47	40.51
Fixation L	1	145	1252481575	1252714892	233317	654.58	391.72	44	3	-1	14.11	14.11
Saccade L	1	134	1252714892	1252748222	33330	676.85	392.01	677.02	394.78	0.07	3.77	1.00	2.09	49.19	-33.79	38.77
Fixation L	1	146	1252748222	1253514799	766577	700.33	401.88	32	16	-1	13.22	13.22
Saccade L	1	135	1253514799	1253548128	33329	700.20	410.98	700.99	413.74	0.04	1.60	1.00	1.30	9.72	-15.04	9.58
Fixation L	1	147	1253548128	1257914317	4366189	687.06	411.44	25	23	-1	13.15	13.15
Fixation L	1	148	1258014301	1258214269	199968	682.44	409.62	7	25	-1	12.67	12.67
Blink L	1	24	1258247611	1258380929	133318
Fixation L	1	149	1258380929	1258480917	99988	679.16	399.32	38	11	-1	12.48	12.48
Saccade L	1	136	1258480917	1258514255	33338	690.14	400.79	691.53	404.51	0.06	2.68	1.00	1.93	16.74	-4.44	11.81
Fixation L	1	150	1258514255	1258814206	299951	696.08	414.93	7	18	-1	12.88	12.88
Saccade L	1	137	1258814206	1258880866	66660	699.19	422.94	1126.68	431.73	3.25	164.04	0.50	48.70	2439.50	-2413.10	1741.09
Fixation L	1	151	1258880866	1258980863	99997	1131.16	438.95	12	12	-1	12.80	12.80
Saccade L	1	138	1258980863	1259047526	66663	1137.94	444.63	728.26	448.68	3.26	197.06	1.00	48.84	2920.29	-2888.13	1633.68
Fixation L	1	152	1259047526	1259247495	199969	751.39	440.31	32	16	-1	11.49	11.49
Saccade L	1	139	1259247495	1259280824	33329	760.94	432.30	763.14	429.40	0.10	6.48	1.00	2.87	23.56	-66.89	33.63
Fixation L	1	153	1259280824	1259880753	599929	759.04	438.91	27	21	-1	11.80	11.80
Saccade L	1	140	1259880753	1259914096	33343	738.69	449.75	736.43	447.34	0.18	11.74	1.00	5.34	67.31	-9.34	32.11
Fixation L	1	154	1259914096	1260180731	266635	710.63	444.88	36	5	-1	12.59	12.59
Saccade L	1	141	1260180731	1260314045	133314	699.97	441.53	673.68	389.28	22.73	534.11	0.75	170.48	7259.66	-7776.85	4780.89
Fixation L	1	155	1260314045	1261980528	1666483	683.70	411.85	16	32	-1	13.06	13.06
Saccade L	1	142	1261980528	1262013854	33326	687.25	422.25	687.10	423.27	0.03	1.49	1.00	0.86	5.24	-13.83	6.82
Fixation L	1	156	1262013854	1262713780	699926	685.12	418.50	27	17	-1	12.57	12.57
Saccade L	1	143	1262713780	1262747102	33322	707.74	429.03	717.89	433.66	0.15	6.43	0.00	4.41	29.58	-84.72	51.40
Fixation L	1	157	1262747102	1263447034	699932	736.58	440.64	29	14	-1	12.94	12.94
Saccade L	1	144	1263447034	1263513696	66662	737.94	447.82	695.61	419.15	0.57	17.71	0.50	8.62	247.18	-110.07	146.35
Fixation L	1	158	1263513696	1263680334	166638	682.88	402.23	17	27	-1	12.59	12.59
Saccade L	1	145	1263680334	1263713670	33336	678.05	392.05	685.37	385.62	0.09	5.42	1.00	2.83	47.31	-40.44	30.73
Fixation L	1	159	1263713670	1264446930	733260	681.03	394.31	19	28	-1	11.64	11.64
Saccade L	1	146	1264446930	1264480243	33313	694.45	399.44	703.06	396.88	0.14	7.69	1.00	4.26	89.68	-69.06	64.73
Fixation L	1	160	1264480243	1264880197	399954	688.61	398.94	27	15	-1	11.66	11.66
Saccade L	1	147	1264880197	1264980195	99998	675.88	390.50	674.30	277.20	7.19	226.23	1.00	71.87	2559.52	-3337.60	1389.86
Fixation L	1	161	1264980195	1265446809	466614	695.26	281.78	34	14	-1	12.51	12.51
Saccade L	1	148	1265446809	1265480141	33332	709.09	289.93	716.12	295.79	0.10	5.09	1.00	2.98	70.55	-52.71	43.74
Fixation L	1	162	1265480141	1265613449	133308	718.61	305.63	6	25	-1	12.68	12.68
Saccade L	1	149	1265613449	1265646789	33340	715.70	321.34	706.28	367.55	0.36	26.24	1.00	10.68	366.88	-309.03	235.16
Fixation L	1	163	1265646789	1265846765	199976	692.05	381.50	22	26	-1	12.85	12.85
Saccade L	1	150	1265846765	1265880087	33322	683.50	393.22	686.00	395.16	0.07	3.89	1.00	2.09	24.04	-24.49	22.81
Fixation L	1	164	1265880087	1266213383	333296	681.64	402.93	6	12	-1	12.34	12.34
Saccade L	1	151	1266313373	1266413361	99988	684.63	326.84	710.97	155.65	8.83	420.07	0.00	88.30	904.38	-6070.26	1593.94
Fixation L	1	165	1266413361	1266546685	133324	721.75	143.40	22	19	-1	13.71	13.71
Fixation L	1	166	1268013188	1268213165	199977	732.77	346.54	15	11	-1	16.26	16.26
Saccade L	1	152	1268213165	1268246499	33334	725.62	346.06	708.89	378.56	0.28	20.34	1.00	8.52	249.96	-263.35	206.58
Fixation L	1	167	1268246499	1268479803	233304	702.45	401.70	12	35	-1	14.32	14.32
Saccade L	1	153	1268479803	1268513135	33332	696.76	409.89	693.06	416.18	0.08	4.25	1.00	2.48	8.09	-19.11	10.03
Fixation L	1	168	1268513135	1269746331	1233196	689.28	430.14	7	24	-1	12.88	12.88
Blink L	1	25	1269812990	1269946310	133320
Saccade L	1	154	1269946310	1269979641	33331	694.59	332.89	699.95	422.54	4.03	426.42	0.00	120.95	749.59	-6285.12	2588.06
Fixation L	1	169	1269979641	1270312934	333293	713.14	418.17	21	8	-1	13.23	13.23
Saccade L	1	155	1270312934	1270346260	33326	707.08	416.49	686.44	306.60	0.66	62.21	1.00	19.86	924.63	-884.75	668.86
Fixation L	1	170	1270346260	1270512918	166658	678.64	281.60	16	32	-1	13.43	13.43
Saccade L	1	156	1270512918	1270546239	33321	669.64	276.70	674.37	272.52	0.07	3.51	1.00	2.14	36.97	-24.09	22.19
Fixation L	1	171	1270546239	1270912872	366633	679.45	267.49	15	15	-1	14.19	14.19
Saccade L	1	157	1270912872	1270946192	33320	686.41	276.50	689.02	304.89	0.35	15.86	1.00	10.48	208.63	-206.29	171.35
Fixation L	1	172	1270946192	1271079522	133330	691.04	329.72	3	37	-1	14.63	14.63
Saccade L	1	158	1271079522	1271112847	33325	690.97	342.50	688.67	351.61	0.17	6.54	1.00	4.97	73.96	-41.61	44.97
Fixation L	1	173	1271112847	1271312820	199973	683.84	373.65	8	39	-1	15.06	15.06
Saccade L	1	159	1271312820	1271346153	33333	681.80	391.07	679.53	395.35	0.10	4.73	0.00	2.91	20.75	-32.26	26.78
Fixation L	1	174	1271346153	1271812762	466609	691.27	410.77	25	23	-1	14.46	14.46
Saccade L	1	160	1271812762	1271846099	33337	704.66	417.41	705.23	422.06	0.05	2.61	1.00	1.56	14.18	-20.23	18.02
Fixation L	1	175	1271846099	1273979196	2133097	709.76	424.37	38	10	-1	15.08	15.08
Saccade L	1	161	1273979196	1274012518	33322	732.87	417.37	733.85	414.86	0.05	1.94	1.00	1.40	10.51	-6.60	5.91
Fixation L	1	176	1274012518	1274112518	100000	735.38	406.48	3	28	-1	13.87	13.87
Saccade L	1	162	1274112518	1274145837	33319	734.77	386.65	735.03	350.56	0.31	20.08	1.00	9.39	279.32	-228.60	225.20
Fixation L	1	177	1274145837	1274479139	333302	729.25	359.52	15	32	-1	14.50	14.50
Saccade L	1	163	1274479139	1274512473	33334	720.79	378.82	718.48	381.84	0.07	4.46	0.00	2.17	3.54	-63.26	26.17
Fixation L	1	178	1274512473	1275112412	599939	714.61	398.19	13	36	-1	14.96	14.96
Saccade L	1	164	1275112412	1275145728	33316	706.41	417.85	703.84	422.54	0.06	2.97	1.00	1.91	27.20	-29.98	22.76
Fixation L	1	179	1275145728	1275679002	533274	695.61	423.55	12	4	-1	15.48	15.48
Fixation L	1	180	1275779033	1276445594	666561	687.54	427.59	13	34	-1	15.58	15.58
Saccade L	1	165	1276445594	1276478912	33318	680.75	433.09	677.95	431.72	0.03	1.73	1.00	0.95	12.26	-16.66	10.54
Fixation L	1	181	1276478912	1277145512	666600	673.88	429.82	8	7	-1	16.28	16.28
Saccade L	1	166	1277145512	1277178843	33331	672.75	428.88	673.26	358.67	0.46	39.07	1.00	13.92	568.14	-555.80	436.19
Fixation L	1	182	1277178843	1277345486	166643	673.08	335.27	1	36	-1	16.14	16.14
Saccade L	1	167	1277345486	1277378826	33340	672.59	321.98	675.04	308.76	0.15	7.48	1.00	4.65	64.81	-27.29	39.26
Fixation L	1	183	1277378826	1277545464	166638	672.92	292.61	15	28	-1	15.52	15.52
Saccade L	1	168	1277545464	1277578799	33335	661.39	280.55	657.78	276.92	0.16	8.05	0.00	4.69	3.75	-41.81	18.22
Fixation L	1	184	1277578799	1277812097	233298	643.18	271.29	24	15	-1	14.86	14.86
Saccade L	1	169	1277812097	1277845432	33335	637.22	279.60	648.65	449.03	0.99	94.47	1.00	29.71	1362.57	-1304.82	902.06
Fixation L	1	185	1277845432	1277978757	133325	674.65	451.00	38	10	-1	14.79	14.79
Saccade L	1	170	1277978757	1278012074	33317	685.33	456.79	686.96	439.06	0.14	9.90	1.00	4.34	93.64	-58.92	52.66
Fixation L	1	186	1278012074	1280778444	2766370	695.36	424.46	23	24	-1	14.18	14.18
Saccade L	1	171	1280778444	1280811763	33319	703.80	424.10	701.89	410.63	0.16	7.57	1.00	4.87	88.60	-90.71	81.47
Fixation L	1	187	1280811763	1281145069	333306	691.62	390.62	18	31	-1	12.81	12.81
Saccade L	1	172	1281145069	1281178399	33330	683.53	389.72	683.22	393.98	0.08	3.80	1.00	2.52	39.24	-29.36	24.55
Fixation L	1	188	1281178399	1282578250	1399851	691.89	417.71	18	30	-1	13.30	13.30
Saccade L	1	173	1282578250	1282611567	33317	701.37	421.82	703.06	423.27	0.02	1.24	1.00	0.54	16.72	-3.33	7.46
Fixation L	1	189	1282611567	1283211498	599931	698.92	415.73	29	13	-1	13.87	13.87
Saccade L	1	174	1283211498	1283244830	33332	675.71	410.03	668.40	409.49	0.09	4.16	0.00	2.81	35.64	-42.86	32.04
Fixation L	1	190	1283244830	1283644791	399961	662.68	410.52	31	4	-1	14.37	14.37
Saccade L	1	175	1283644791	1283678114	33323	682.28	413.04	699.80	411.13	0.16	9.81	1.00	4.89	38.56	-72.89	37.56
Fixation L	1	191	1283678114	1284011412	333298	703.84	411.18	17	25	-1	14.03	14.03
Saccade L	1	176	1284011412	1284044744	33332	693.98	390.00	690.54	290.08	0.61	55.63	1.00	18.34	831.11	-760.33	580.91
Fixation L	1	192	1284044744	1284378043	333299	681.04	282.46	20	13	-1	13.74	13.74
Saccade L	1	177	1284378043	1284411375	33332	691.90	280.55	689.54	398.30	0.66	65.53	1.00	19.80	973.26	-963.04	655.03
Fixation L	1	193	1284411375	1286777779	2366404	706.17	409.24	26	21	-1	13.89	13.89
Saccade L	1	178	1286777779	1286811100	33321	714.41	419.04	714.87	421.85	0.03	1.58	1.00	0.86	17.12	-16.85	12.31
Fixation L	1	194	1286811100	1287644344	833244	709.54	424.39	17	15	-1	14.75	14.75
Saccade L	1	179	1287644344	1287677665	33321	697.04	415.70	680.07	412.10	0.25	11.24	1.00	7.45	121.29	-30.22	70.02
Fixation L	1	195	1287677665	1288577576	899911	702.50	421.71	28	20	-1	12.90	12.90
Saccade L	1	180	1288577576	1288610897	33321	705.48	425.93	704.35	428.13	0.03	1.38	1.00	1.02	8.47	-6.69	5.71
Fixation L	1	196	1288610897	1290910652	2299755	696.36	417.96	27	17	-1	12.47	12.47
Saccade L	1	181	1290910652	1290943972	33320	678.81	412.23	670.34	408.99	0.13	5.05	1.00	3.98	53.02	-15.50	23.18
Fixation L	1	197	1290943972	1291177294	233322	653.58	399.06	28	19	-1	11.83	11.83
Saccade L	1	182	1291177294	1291210608	33314	642.10	389.08	642.13	386.61	0.06	2.25	1.00	1.71	-0.96	-13.17	5.05
Fixation L	1	198	1291210608	1291410589	199981	639.63	380.91	3	18	-1	11.94	11.94
Blink L	1	26	1291443924	1291543906	99982
Saccade L	1	183	1291543906	1291577243	33337	643.97	505.30	642.17	361.32	4.51	452.87	0.00	135.40	1201.71	-6663.51	3011.82
